customer_id,group,choice,txn_date
10307,treatment,,
25088,control,,
21612,control,,
12566,treatment,CitrusZing,2025-06-04
27575,treatment,,
20602,treatment,MidnightStout,2025-06-17
5770,control,CitrusZing,2025-06-14
14252,treatment,,
15086,treatment,TropicalIPA,2025-06-15
13125,control,,
16708,control,,
10759,treatment,,
17484,control,AmberOak,2025-06-12
13061,treatment,AmberOak,2025-06-26
1954,treatment,,
25214,control,,
6285,control,,
22049,treatment,,
25652,control,CherryLambic,2025-06-28
19486,control,,
4228,control,CitrusZing,2025-06-19
9556,control,,
7894,treatment,AmberOak,2025-06-23
24628,treatment,,
8920,control,,
11527,treatment,,
23054,control,RyeRanger,2025-06-08
427,treatment,VelvetPorter,2025-06-04
17965,treatment,,
22806,treatment,AlpinePils,2025-06-24
16801,control,RyeRanger,2025-06-08
18187,control,RyeRanger,2025-06-01
19421,control,AmberOak,2025-06-12
24083,treatment,,
17227,treatment,AmberOak,2025-06-04
25894,treatment,VelvetPorter,2025-06-10
4957,treatment,,
8389,control,AmberOak,2025-06-08
23716,control,RyeRanger,2025-06-16
6712,control,RyeRanger,2025-06-12
1486,control,,
26808,control,,
18323,control,RyeRanger,2025-06-09
19132,control,RyeRanger,2025-06-02
26449,control,RyeRanger,2025-06-22
9930,treatment,,
3662,control,RyeRanger,2025-06-24
14946,treatment,HazyHopper,2025-06-11
2326,control,FarmhouseSaison,2025-06-19
7230,treatment,VelvetPorter,2025-06-04
23955,control,CitrusZing,2025-06-30
14227,control,,
22144,control,RyeRanger,2025-06-13
14350,control,RyeRanger,2025-06-10
7849,control,,
16139,control,RyeRanger,2025-06-02
13784,treatment,CitrusZing,2025-06-19
24266,treatment,,
17412,control,TropicalIPA,2025-06-21
13065,control,AlpinePils,2025-06-14
1390,treatment,MidnightStout,2025-06-17
23567,treatment,AmberOak,2025-06-17
15849,treatment,,
22163,control,,
21876,treatment,,
11519,control,,
10964,control,,
5278,control,CitrusZing,2025-06-13
4861,control,,
18578,control,,
23644,treatment,,
22111,control,,
4556,treatment,,
10020,control,,
15878,treatment,VelvetPorter,2025-06-17
20798,treatment,VelvetPorter,2025-06-06
23060,treatment,,
6759,control,CitrusZing,2025-06-17
24107,control,RyeRanger,2025-06-05
6395,control,CitrusZing,2025-06-13
19861,treatment,,
21991,control,CitrusZing,2025-06-05
1092,control,,
16600,treatment,AlpinePils,2025-06-14
10563,treatment,,
12366,control,,
4734,control,AmberOak,2025-06-02
4762,control,RyeRanger,2025-06-27
15758,treatment,RyeRanger,2025-06-04
7499,treatment,TropicalIPA,2025-06-28
20755,treatment,,
8094,control,RyeRanger,2025-06-29
6564,control,,
7245,control,RyeRanger,2025-06-30
4286,treatment,TropicalIPA,2025-06-16
7411,control,HazyHopper,2025-06-04
8201,control,,
5892,control,RyeRanger,2025-06-05
7917,control,CherryLambic,2025-06-17
26282,treatment,RyeRanger,2025-06-25
4902,control,,
23052,control,RyeRanger,2025-06-28
1378,treatment,HazyHopper,2025-06-06
23784,control,,
27525,treatment,,
15167,control,,
7451,control,,
4432,control,CitrusZing,2025-06-13
23676,control,,
9339,control,,
6100,control,,
20279,treatment,VelvetPorter,2025-06-01
6987,treatment,AmberOak,2025-06-21
16226,control,RyeRanger,2025-06-12
13337,control,RyeRanger,2025-06-11
1863,control,,
4779,control,,
16986,treatment,,
10114,treatment,,
8532,control,,
19417,treatment,CherryLambic,2025-06-03
11096,control,RyeRanger,2025-06-13
14532,treatment,,
6596,control,,
17385,control,,
9837,treatment,RyeRanger,2025-06-25
23444,control,AmberOak,2025-06-29
20675,control,,
15661,treatment,VelvetPorter,2025-06-27
17230,control,CitrusZing,2025-06-25
11574,control,,
26539,treatment,TropicalIPA,2025-06-24
15501,control,RyeRanger,2025-06-24
288,treatment,FarmhouseSaison,2025-06-24
22149,control,RyeRanger,2025-06-22
21828,control,RyeRanger,2025-06-23
9278,control,RyeRanger,2025-06-02
7957,control,RyeRanger,2025-06-17
13712,treatment,MidnightStout,2025-06-15
527,control,CitrusZing,2025-06-08
8648,control,RyeRanger,2025-06-29
5124,control,,
26963,treatment,,
8976,treatment,,
8670,control,AmberOak,2025-06-03
27456,control,,
24565,control,CitrusZing,2025-06-05
15871,treatment,CitrusZing,2025-06-09
9262,control,FarmhouseSaison,2025-06-17
876,control,RyeRanger,2025-06-21
9977,treatment,,
16157,treatment,TropicalIPA,2025-06-18
330,treatment,,
5112,control,,
3884,control,,
24239,treatment,MidnightStout,2025-06-26
25188,control,,
18735,treatment,FarmhouseSaison,2025-06-16
24609,control,RyeRanger,2025-06-04
6936,treatment,AmberOak,2025-06-23
11752,control,RyeRanger,2025-06-17
5832,control,,
14620,control,,
26146,treatment,CherryLambic,2025-06-12
18652,control,,
20597,control,AmberOak,2025-06-25
13127,control,AmberOak,2025-06-11
21063,treatment,,
13754,control,CherryLambic,2025-06-07
21839,control,,
5451,treatment,,
11041,control,,
17569,control,,
23582,treatment,RyeRanger,2025-06-19
23253,treatment,TropicalIPA,2025-06-09
20016,treatment,HazyHopper,2025-06-30
4023,treatment,CherryLambic,2025-06-05
24409,control,CitrusZing,2025-06-20
18614,control,CitrusZing,2025-06-24
20643,treatment,,
14476,control,,
24302,treatment,,
13821,control,CitrusZing,2025-06-28
103,control,,
8448,control,,
2341,control,,
24797,control,RyeRanger,2025-06-07
9039,control,,
4520,control,RyeRanger,2025-06-27
17113,treatment,MidnightStout,2025-06-10
12082,treatment,,
9756,control,RyeRanger,2025-06-01
13940,control,CitrusZing,2025-06-16
17038,treatment,,
19726,treatment,TropicalIPA,2025-06-30
20028,control,RyeRanger,2025-06-25
8534,treatment,HazyHopper,2025-06-10
10206,control,,
3443,treatment,,
13248,control,,
21820,treatment,,
25090,control,,
6697,treatment,HazyHopper,2025-06-08
25950,control,,
12415,treatment,AmberOak,2025-06-15
26758,control,,
20918,control,,
16919,treatment,CitrusZing,2025-06-10
10048,control,,
14918,treatment,,
11512,treatment,,
6601,control,,
22068,treatment,,
15911,control,RyeRanger,2025-06-27
2216,treatment,MidnightStout,2025-06-10
1025,treatment,,
21439,control,CitrusZing,2025-06-09
1187,control,RyeRanger,2025-06-26
11410,control,,
21494,control,,
6649,control,AmberOak,2025-06-24
13290,treatment,,
11908,control,,
6079,control,,
397,control,,
9852,control,,
1789,control,RyeRanger,2025-06-29
6840,control,RyeRanger,2025-06-07
584,control,,
1739,control,CherryLambic,2025-06-21
21684,treatment,AlpinePils,2025-06-01
5087,treatment,CherryLambic,2025-06-18
20381,treatment,,
7623,control,RyeRanger,2025-06-29
2154,control,,
13296,control,,
26588,treatment,CherryLambic,2025-06-25
27597,control,RyeRanger,2025-06-25
9327,control,RyeRanger,2025-06-18
23173,treatment,MidnightStout,2025-06-20
24439,control,CherryLambic,2025-06-18
13681,treatment,,
16064,control,RyeRanger,2025-06-22
3782,control,RyeRanger,2025-06-04
14646,treatment,AlpinePils,2025-06-10
17310,control,RyeRanger,2025-06-25
16917,control,,
18953,treatment,RyeRanger,2025-06-02
26216,treatment,HazyHopper,2025-06-03
9745,treatment,MidnightStout,2025-06-28
3918,control,,
15882,treatment,FarmhouseSaison,2025-06-07
24256,control,,
16872,treatment,HazyHopper,2025-06-21
5738,control,,
9846,control,,
21490,control,AlpinePils,2025-06-12
5725,control,RyeRanger,2025-06-01
3305,treatment,MidnightStout,2025-06-17
7089,control,AmberOak,2025-06-05
26042,control,,
24535,control,,
27197,control,RyeRanger,2025-06-21
11061,control,CitrusZing,2025-06-01
14701,control,FarmhouseSaison,2025-06-27
11405,control,,
16564,control,,
1657,treatment,,
6511,control,RyeRanger,2025-06-02
3523,control,RyeRanger,2025-06-21
24419,control,RyeRanger,2025-06-29
7270,treatment,,
9249,control,CitrusZing,2025-06-20
20916,control,,
13772,control,RyeRanger,2025-06-20
16966,control,,
9582,treatment,HazyHopper,2025-06-16
1543,treatment,,
7453,control,,
7119,treatment,,
21813,control,,
14980,treatment,VelvetPorter,2025-06-30
9237,treatment,FarmhouseSaison,2025-06-21
1570,treatment,,
9883,treatment,,
6850,control,,
21780,control,,
11597,control,CitrusZing,2025-06-12
6109,control,,
19300,control,RyeRanger,2025-06-15
916,control,,
4930,control,,
6665,control,RyeRanger,2025-06-16
2925,treatment,MidnightStout,2025-06-01
12036,control,,
22784,treatment,VelvetPorter,2025-06-27
12748,control,,
17517,treatment,CitrusZing,2025-06-06
20502,control,RyeRanger,2025-06-27
4331,treatment,,
11204,control,RyeRanger,2025-06-09
4183,control,AmberOak,2025-06-24
10510,control,FarmhouseSaison,2025-06-03
18507,treatment,MidnightStout,2025-06-03
5629,control,CitrusZing,2025-06-20
18783,control,RyeRanger,2025-06-02
24228,control,RyeRanger,2025-06-01
17947,treatment,CherryLambic,2025-06-02
20340,control,RyeRanger,2025-06-29
24668,treatment,RyeRanger,2025-06-16
12925,treatment,HazyHopper,2025-06-23
27462,control,RyeRanger,2025-06-19
7758,control,,
14711,control,,
3032,control,,
6687,treatment,,
1007,treatment,HazyHopper,2025-06-04
26193,control,AlpinePils,2025-06-13
16484,control,,
11798,control,,
1146,treatment,,
2682,treatment,TropicalIPA,2025-06-09
7242,treatment,HazyHopper,2025-06-22
18623,control,,
18222,treatment,,
1604,treatment,FarmhouseSaison,2025-06-04
8075,control,,
23076,control,,
26088,control,,
7909,control,CherryLambic,2025-06-04
13346,control,AmberOak,2025-06-09
13524,treatment,VelvetPorter,2025-06-29
11843,control,FarmhouseSaison,2025-06-07
7867,treatment,CitrusZing,2025-06-29
2847,treatment,,
19374,control,,
2181,treatment,TropicalIPA,2025-06-05
18573,control,CitrusZing,2025-06-23
917,control,,
8341,control,,
22886,control,RyeRanger,2025-06-23
12937,control,RyeRanger,2025-06-29
9451,treatment,VelvetPorter,2025-06-25
24778,treatment,AmberOak,2025-06-29
26741,control,AmberOak,2025-06-09
20725,control,AmberOak,2025-06-16
11972,control,RyeRanger,2025-06-02
24845,control,VelvetPorter,2025-06-14
21669,treatment,MidnightStout,2025-06-27
26965,treatment,RyeRanger,2025-06-21
19745,control,,
8766,control,AmberOak,2025-06-29
23993,control,,
4662,control,,
20074,control,CherryLambic,2025-06-14
21606,control,RyeRanger,2025-06-28
17739,treatment,,
3261,control,AlpinePils,2025-06-13
11829,treatment,,
13862,treatment,FarmhouseSaison,2025-06-12
6756,control,RyeRanger,2025-06-26
14230,treatment,,
17228,control,CitrusZing,2025-06-02
8358,control,,
25206,control,AlpinePils,2025-06-14
13189,control,,
18465,treatment,AmberOak,2025-06-19
3941,control,CitrusZing,2025-06-16
24299,control,,
24945,treatment,TropicalIPA,2025-06-28
26310,control,VelvetPorter,2025-06-12
18568,control,RyeRanger,2025-06-18
13454,control,AlpinePils,2025-06-13
11082,treatment,TropicalIPA,2025-06-07
27292,control,,
4384,treatment,MidnightStout,2025-06-29
6207,control,,
21122,control,,
17042,control,RyeRanger,2025-06-20
22871,treatment,,
23170,control,HazyHopper,2025-06-17
22272,treatment,,
20457,control,AmberOak,2025-06-18
12364,control,,
9664,treatment,,
19141,control,RyeRanger,2025-06-02
12862,treatment,,
3707,control,FarmhouseSaison,2025-06-23
9398,control,,
5641,control,VelvetPorter,2025-06-27
7187,control,AmberOak,2025-06-19
25393,control,,
11969,control,RyeRanger,2025-06-29
10432,control,RyeRanger,2025-06-01
7063,control,RyeRanger,2025-06-10
26941,control,,
22904,control,,
12399,control,,
21697,control,,
7754,control,,
5188,control,CitrusZing,2025-06-11
13783,control,,
13882,control,RyeRanger,2025-06-12
21939,control,,
2869,treatment,CherryLambic,2025-06-12
22251,control,,
1962,control,CitrusZing,2025-06-18
27041,treatment,,
9367,treatment,CherryLambic,2025-06-09
7221,control,,
15521,control,,
17241,control,CitrusZing,2025-06-18
3719,control,,
12863,control,HazyHopper,2025-06-23
18930,control,CitrusZing,2025-06-20
22248,treatment,,
5844,control,CitrusZing,2025-06-04
14619,control,,
20145,control,RyeRanger,2025-06-21
20810,control,,
7046,treatment,,
23546,treatment,FarmhouseSaison,2025-06-20
7317,control,RyeRanger,2025-06-19
11674,treatment,,
9157,treatment,FarmhouseSaison,2025-06-03
4451,control,RyeRanger,2025-06-22
15045,control,RyeRanger,2025-06-03
657,control,,
12742,control,RyeRanger,2025-06-01
13653,treatment,,
22881,control,RyeRanger,2025-06-25
1849,control,,
8725,control,,
4278,control,RyeRanger,2025-06-20
13259,treatment,,
7381,control,AmberOak,2025-06-26
21773,control,,
24608,treatment,MidnightStout,2025-06-14
27560,treatment,,
17118,treatment,VelvetPorter,2025-06-02
2138,treatment,AlpinePils,2025-06-15
1756,control,,
5441,control,,
101,treatment,RyeRanger,2025-06-04
16150,control,RyeRanger,2025-06-23
5287,control,RyeRanger,2025-06-18
15182,treatment,RyeRanger,2025-06-14
24065,control,CitrusZing,2025-06-14
2957,treatment,CherryLambic,2025-06-02
23782,treatment,,
4883,control,RyeRanger,2025-06-30
22721,control,,
4869,control,,
5978,control,RyeRanger,2025-06-02
4672,control,,
22337,control,,
19447,control,CitrusZing,2025-06-15
7027,control,AlpinePils,2025-06-05
13588,control,,
10795,treatment,,
23573,treatment,AmberOak,2025-06-21
7490,treatment,FarmhouseSaison,2025-06-10
14486,treatment,,
11584,control,,
6783,control,,
25081,control,,
19527,treatment,CitrusZing,2025-06-05
7000,control,,
18276,control,,
23734,control,,
24307,control,RyeRanger,2025-06-19
20441,control,,
9207,control,FarmhouseSaison,2025-06-15
15873,control,RyeRanger,2025-06-25
19378,treatment,CherryLambic,2025-06-28
23677,control,RyeRanger,2025-06-27
10407,control,CitrusZing,2025-06-06
20658,control,,
14596,control,,
9731,treatment,,
25468,treatment,HazyHopper,2025-06-02
26117,treatment,RyeRanger,2025-06-11
10960,control,CitrusZing,2025-06-26
56,control,,
8012,treatment,,
27295,control,,
21646,treatment,,
14519,treatment,AmberOak,2025-06-10
11939,treatment,,
27310,control,RyeRanger,2025-06-11
14381,treatment,FarmhouseSaison,2025-06-17
23059,control,,
26438,control,,
1551,control,RyeRanger,2025-06-20
8663,control,,
25366,control,RyeRanger,2025-06-28
10894,treatment,CitrusZing,2025-06-03
11587,treatment,,
25560,control,,
23996,control,RyeRanger,2025-06-06
42,control,RyeRanger,2025-06-27
17299,treatment,AlpinePils,2025-06-07
22113,control,,
3514,control,,
9723,treatment,VelvetPorter,2025-06-06
12661,control,,
8724,control,,
26478,control,RyeRanger,2025-06-23
4942,control,RyeRanger,2025-06-24
15667,control,AmberOak,2025-06-06
11107,control,RyeRanger,2025-06-07
12378,control,CitrusZing,2025-06-16
12685,treatment,CherryLambic,2025-06-15
17371,control,MidnightStout,2025-06-19
18265,control,,
5758,treatment,MidnightStout,2025-06-10
13715,treatment,RyeRanger,2025-06-25
13610,treatment,FarmhouseSaison,2025-06-27
8900,treatment,CitrusZing,2025-06-28
2526,control,RyeRanger,2025-06-25
16901,control,,
23861,control,,
8499,control,AmberOak,2025-06-01
8907,control,,
17,control,,
353,treatment,CitrusZing,2025-06-25
24645,treatment,HazyHopper,2025-06-14
1576,control,,
14751,treatment,,
18639,treatment,VelvetPorter,2025-06-25
22637,control,,
16020,treatment,,
9974,control,,
26510,treatment,MidnightStout,2025-06-30
26691,control,,
23425,control,RyeRanger,2025-06-11
2392,control,,
5563,control,RyeRanger,2025-06-18
4900,treatment,,
9641,control,CitrusZing,2025-06-22
18168,treatment,,
17567,control,RyeRanger,2025-06-01
19173,control,,
23013,treatment,FarmhouseSaison,2025-06-09
5410,treatment,RyeRanger,2025-06-14
15944,control,CitrusZing,2025-06-26
14703,treatment,CitrusZing,2025-06-07
4270,control,RyeRanger,2025-06-02
1964,control,,
13606,control,CitrusZing,2025-06-12
21007,treatment,,
27148,control,,
750,control,,
8810,treatment,FarmhouseSaison,2025-06-22
27372,control,,
5865,treatment,FarmhouseSaison,2025-06-10
597,control,RyeRanger,2025-06-29
4243,treatment,,
20,treatment,AlpinePils,2025-06-05
26391,control,,
18301,treatment,TropicalIPA,2025-06-19
23730,treatment,,
13760,control,CitrusZing,2025-06-17
18017,control,RyeRanger,2025-06-04
23802,treatment,AmberOak,2025-06-04
19799,treatment,HazyHopper,2025-06-21
10103,control,,
6498,treatment,,
2000,control,RyeRanger,2025-06-03
15952,treatment,HazyHopper,2025-06-21
6678,treatment,CherryLambic,2025-06-17
19561,control,RyeRanger,2025-06-28
26010,control,RyeRanger,2025-06-13
19309,control,HazyHopper,2025-06-03
23581,treatment,MidnightStout,2025-06-16
22491,control,RyeRanger,2025-06-26
21749,treatment,CitrusZing,2025-06-08
24459,control,CitrusZing,2025-06-10
13855,control,,
15991,treatment,FarmhouseSaison,2025-06-18
14304,control,AlpinePils,2025-06-08
16769,control,RyeRanger,2025-06-16
22105,treatment,VelvetPorter,2025-06-27
26361,control,CitrusZing,2025-06-18
17820,control,TropicalIPA,2025-06-11
15295,control,,
7866,treatment,,
2895,control,CitrusZing,2025-06-08
7799,treatment,,
15212,control,RyeRanger,2025-06-23
13341,control,RyeRanger,2025-06-11
15483,control,,
15460,control,AlpinePils,2025-06-12
20660,control,RyeRanger,2025-06-19
16293,control,,
19522,control,,
7735,control,RyeRanger,2025-06-25
26983,treatment,AmberOak,2025-06-16
13534,control,RyeRanger,2025-06-29
16527,control,,
11631,control,RyeRanger,2025-06-18
10663,control,RyeRanger,2025-06-13
26260,treatment,,
24578,treatment,AmberOak,2025-06-19
8232,control,,
24125,control,RyeRanger,2025-06-05
20305,control,AlpinePils,2025-06-11
18189,treatment,MidnightStout,2025-06-25
11625,control,,
5564,control,RyeRanger,2025-06-12
21489,control,,
9681,control,RyeRanger,2025-06-21
13402,control,RyeRanger,2025-06-21
25331,control,,
2408,control,RyeRanger,2025-06-29
8672,treatment,FarmhouseSaison,2025-06-14
26968,control,CitrusZing,2025-06-17
12407,control,,
20940,treatment,AlpinePils,2025-06-04
21432,control,CherryLambic,2025-06-25
13023,treatment,RyeRanger,2025-06-13
12759,control,TropicalIPA,2025-06-04
1705,control,RyeRanger,2025-06-23
15801,control,,
23797,treatment,AmberOak,2025-06-07
7943,control,,
21969,control,TropicalIPA,2025-06-25
22022,control,,
2519,treatment,FarmhouseSaison,2025-06-30
24432,treatment,AmberOak,2025-06-30
20938,control,,
20764,treatment,HazyHopper,2025-06-28
4328,control,AmberOak,2025-06-02
7178,control,FarmhouseSaison,2025-06-16
1402,control,,
24269,treatment,,
21557,treatment,FarmhouseSaison,2025-06-12
6760,control,FarmhouseSaison,2025-06-15
11167,control,,
12832,treatment,RyeRanger,2025-06-18
2274,treatment,CitrusZing,2025-06-21
4382,control,,
7107,control,,
21566,treatment,FarmhouseSaison,2025-06-01
9752,treatment,,
18306,treatment,RyeRanger,2025-06-10
23963,treatment,AlpinePils,2025-06-28
12199,treatment,,
12039,control,,
24456,control,,
10541,control,,
7344,treatment,FarmhouseSaison,2025-06-03
14309,control,RyeRanger,2025-06-22
16210,control,MidnightStout,2025-06-11
3308,treatment,,
13687,treatment,RyeRanger,2025-06-23
12720,control,,
17791,treatment,,
5918,treatment,CitrusZing,2025-06-10
4469,control,RyeRanger,2025-06-07
23519,control,,
19549,treatment,,
27569,control,RyeRanger,2025-06-01
15064,treatment,,
11802,control,RyeRanger,2025-06-07
22196,control,RyeRanger,2025-06-28
10664,control,,
22638,treatment,CitrusZing,2025-06-17
9352,treatment,,
8302,control,,
22600,control,CitrusZing,2025-06-12
1100,control,RyeRanger,2025-06-11
7275,control,,
24276,treatment,,
13477,control,RyeRanger,2025-06-02
22464,control,,
15524,treatment,RyeRanger,2025-06-11
20953,control,HazyHopper,2025-06-13
2273,treatment,,
17062,control,RyeRanger,2025-06-15
12528,treatment,,
2268,control,,
10556,treatment,,
4601,treatment,FarmhouseSaison,2025-06-11
14632,treatment,VelvetPorter,2025-06-16
3647,control,,
2887,control,,
13452,control,,
5300,control,RyeRanger,2025-06-08
26725,control,AmberOak,2025-06-25
24836,control,,
5388,control,RyeRanger,2025-06-02
20882,treatment,,
16337,treatment,CitrusZing,2025-06-11
22112,treatment,,
26516,control,TropicalIPA,2025-06-21
21247,control,RyeRanger,2025-06-01
12679,control,,
11296,control,,
18407,control,RyeRanger,2025-06-13
1150,control,,
16729,treatment,AlpinePils,2025-06-24
8708,treatment,,
26744,control,CitrusZing,2025-06-17
16896,control,RyeRanger,2025-06-07
18110,treatment,,
9945,treatment,,
8594,control,,
14450,control,,
25004,control,RyeRanger,2025-06-29
26852,control,RyeRanger,2025-06-08
24397,control,,
9151,treatment,,
19938,control,RyeRanger,2025-06-09
5910,control,,
16637,control,CitrusZing,2025-06-11
5079,control,RyeRanger,2025-06-13
18884,control,,
15005,control,,
20534,treatment,FarmhouseSaison,2025-06-17
8176,control,CitrusZing,2025-06-09
14325,treatment,,
27285,control,,
4456,treatment,HazyHopper,2025-06-14
25644,control,RyeRanger,2025-06-22
27268,control,,
2217,treatment,AlpinePils,2025-06-22
5175,treatment,AmberOak,2025-06-06
14549,treatment,,
23239,control,CitrusZing,2025-06-06
4097,control,,
26788,control,RyeRanger,2025-06-22
14289,treatment,,
21290,treatment,CitrusZing,2025-06-26
25673,treatment,FarmhouseSaison,2025-06-17
22841,treatment,AmberOak,2025-06-14
24765,control,,
15903,control,,
17212,treatment,,
24494,control,,
2659,treatment,,
6895,control,MidnightStout,2025-06-20
16109,control,,
1552,control,AmberOak,2025-06-27
18387,control,,
8524,treatment,,
23931,control,RyeRanger,2025-06-04
13185,control,,
24001,treatment,,
16476,treatment,,
10707,control,RyeRanger,2025-06-16
26580,control,,
24178,control,RyeRanger,2025-06-14
2136,treatment,TropicalIPA,2025-06-07
4777,control,CitrusZing,2025-06-10
15580,control,,
6589,treatment,,
4129,treatment,,
16605,treatment,MidnightStout,2025-06-26
7971,control,RyeRanger,2025-06-25
24394,control,,
20556,control,RyeRanger,2025-06-25
11376,control,,
26513,control,CitrusZing,2025-06-30
24176,treatment,RyeRanger,2025-06-03
141,control,,
27281,control,TropicalIPA,2025-06-02
21508,treatment,MidnightStout,2025-06-25
17891,control,,
6966,treatment,HazyHopper,2025-06-27
7477,treatment,HazyHopper,2025-06-06
4604,treatment,AlpinePils,2025-06-11
6971,treatment,,
3546,treatment,FarmhouseSaison,2025-06-14
20617,control,,
16206,control,,
22705,control,RyeRanger,2025-06-25
6399,control,RyeRanger,2025-06-29
9907,treatment,CitrusZing,2025-06-12
3456,control,RyeRanger,2025-06-26
11765,control,,
18600,control,,
25661,treatment,MidnightStout,2025-06-17
23146,treatment,,
6073,control,CitrusZing,2025-06-09
3539,control,RyeRanger,2025-06-11
8000,control,,
13939,treatment,AmberOak,2025-06-01
17890,treatment,,
26796,control,RyeRanger,2025-06-07
6133,control,RyeRanger,2025-06-25
26349,treatment,,
18115,control,RyeRanger,2025-06-06
15834,treatment,CherryLambic,2025-06-10
21382,control,RyeRanger,2025-06-01
4753,treatment,VelvetPorter,2025-06-23
16558,treatment,,
9493,control,RyeRanger,2025-06-14
9469,control,,
8122,control,,
20864,control,RyeRanger,2025-06-11
11562,control,,
12023,control,AmberOak,2025-06-11
3730,treatment,AlpinePils,2025-06-12
19556,treatment,RyeRanger,2025-06-28
13294,control,FarmhouseSaison,2025-06-20
4339,treatment,,
17515,control,RyeRanger,2025-06-27
12396,control,AmberOak,2025-06-03
553,treatment,,
14447,treatment,HazyHopper,2025-06-12
10784,control,RyeRanger,2025-06-01
21622,control,RyeRanger,2025-06-27
14768,control,,
4487,control,RyeRanger,2025-06-01
1919,treatment,,
7494,control,,
15990,treatment,HazyHopper,2025-06-13
16354,control,RyeRanger,2025-06-15
27263,treatment,MidnightStout,2025-06-22
6485,control,CitrusZing,2025-06-23
16839,treatment,CherryLambic,2025-06-06
15439,control,RyeRanger,2025-06-11
157,control,,
22661,control,CherryLambic,2025-06-17
18261,treatment,,
9088,control,RyeRanger,2025-06-11
18118,control,RyeRanger,2025-06-09
10257,control,,
8713,control,,
1833,control,AmberOak,2025-06-18
13651,control,,
23216,control,VelvetPorter,2025-06-21
11136,control,RyeRanger,2025-06-11
3082,control,,
9062,control,,
8737,treatment,,
646,control,RyeRanger,2025-06-13
23561,control,RyeRanger,2025-06-16
19480,control,RyeRanger,2025-06-24
15229,treatment,,
24876,treatment,,
12649,treatment,,
4977,treatment,,
4899,control,,
16229,treatment,RyeRanger,2025-06-28
406,treatment,MidnightStout,2025-06-04
19183,treatment,,
8398,control,,
19139,control,CherryLambic,2025-06-05
7198,treatment,FarmhouseSaison,2025-06-21
8846,control,HazyHopper,2025-06-21
24532,treatment,CherryLambic,2025-06-10
2596,treatment,,
17725,control,,
12858,control,,
23189,control,,
27170,treatment,AmberOak,2025-06-10
13009,control,,
14363,control,,
16474,control,,
1382,control,RyeRanger,2025-06-25
793,treatment,FarmhouseSaison,2025-06-14
11223,control,,
23026,control,CitrusZing,2025-06-19
15599,treatment,,
1540,control,,
15818,control,RyeRanger,2025-06-03
5038,treatment,,
27118,control,RyeRanger,2025-06-29
12005,treatment,CitrusZing,2025-06-30
7283,treatment,,
11965,control,,
22778,treatment,CherryLambic,2025-06-13
24649,control,,
18559,control,RyeRanger,2025-06-21
5944,treatment,FarmhouseSaison,2025-06-23
114,treatment,,
16586,control,RyeRanger,2025-06-11
13947,control,,
24802,control,,
13716,treatment,,
17263,treatment,MidnightStout,2025-06-17
23051,treatment,RyeRanger,2025-06-19
17497,control,,
6696,control,,
8889,control,CitrusZing,2025-06-19
10535,control,,
13142,treatment,MidnightStout,2025-06-07
14756,control,,
3875,control,,
17793,control,CitrusZing,2025-06-30
17267,treatment,,
17734,control,RyeRanger,2025-06-07
17760,control,,
12062,control,RyeRanger,2025-06-09
10289,control,CitrusZing,2025-06-21
7255,control,,
11906,control,RyeRanger,2025-06-05
10066,treatment,,
2241,control,,
16820,control,RyeRanger,2025-06-24
21859,treatment,HazyHopper,2025-06-04
3985,control,,
20806,control,,
18798,treatment,CherryLambic,2025-06-25
9789,treatment,CherryLambic,2025-06-13
9631,treatment,,
21327,control,CitrusZing,2025-06-03
12557,control,,
2402,control,,
5338,treatment,,
25484,treatment,FarmhouseSaison,2025-06-20
24821,control,,
29,control,RyeRanger,2025-06-01
3400,treatment,AlpinePils,2025-06-17
15675,control,,
17748,treatment,VelvetPorter,2025-06-12
456,treatment,AlpinePils,2025-06-16
7296,treatment,RyeRanger,2025-06-25
5949,treatment,AlpinePils,2025-06-22
11353,control,,
9002,treatment,HazyHopper,2025-06-22
13585,control,CitrusZing,2025-06-10
9605,treatment,,
21455,treatment,,
23237,control,,
6861,control,RyeRanger,2025-06-23
21206,control,,
19389,control,RyeRanger,2025-06-26
22316,treatment,AlpinePils,2025-06-06
12498,control,CitrusZing,2025-06-15
26609,control,,
3639,treatment,,
4519,treatment,,
9335,treatment,FarmhouseSaison,2025-06-07
27102,treatment,TropicalIPA,2025-06-30
21097,control,RyeRanger,2025-06-12
24224,treatment,TropicalIPA,2025-06-01
15183,control,,
1220,control,CitrusZing,2025-06-14
5762,control,,
9420,treatment,FarmhouseSaison,2025-06-02
1878,treatment,HazyHopper,2025-06-04
8399,control,CitrusZing,2025-06-05
17848,control,RyeRanger,2025-06-21
7965,control,,
4644,control,RyeRanger,2025-06-16
2511,treatment,,
16742,treatment,,
10592,control,,
21871,treatment,AmberOak,2025-06-14
13878,treatment,,
15967,treatment,AmberOak,2025-06-17
2516,control,FarmhouseSaison,2025-06-19
8152,control,,
10913,control,RyeRanger,2025-06-24
21440,treatment,,
25849,control,,
205,control,RyeRanger,2025-06-07
23708,treatment,RyeRanger,2025-06-14
26233,control,RyeRanger,2025-06-29
18887,treatment,,
6128,control,RyeRanger,2025-06-06
22768,control,RyeRanger,2025-06-16
11332,treatment,,
2570,control,AlpinePils,2025-06-21
11321,treatment,,
10820,control,FarmhouseSaison,2025-06-12
